"gene_id","hl.dnCaf1","hl.GFP","gene_name","m6a.enrich","TPU.length","ARE.cts","tAI"
"ENSMUSG00000037649",4.14312484534527,4.7777778069359,"H2-DMa",-1.61887563,1862,2,0.194491179
"ENSMUSG00000037652",3.14340048364581,3.42964336270129,"Phc3",-0.057324304,7965,29,0.197113182
"ENSMUSG00000037653",3.80618820139775,NA,"Kctd8",1.67710796,1050,3,0.197656199
"ENSMUSG00000037656",5.05794436304097,3.47715487237047,"Slc20a2",0.752904131,1192,3,0.198595203
"ENSMUSG00000037660",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037661",NA,NA,"Gpr160",2.235399164,401,1,0.182991608
"ENSMUSG00000037664",NA,NA,"Cdkn1c",0.130300821,683,3,0.218802602
"ENSMUSG00000037669",4.58953946521649,3.49474264426517,"Ldah",1.466929941,1855,5,0.193820063
"ENSMUSG00000037674",3.85135821469753,2.29208473087004,"Rfx7",1.825924053,3028,25,0.186290343
"ENSMUSG00000037679",6.9679941447496,5.14187570285062,"Inf2",-0.811645191,634,2,0.206685527
"ENSMUSG00000037681",NA,NA,"Esyt3",-0.713144398,1678,5,0.200306827
"ENSMUSG00000037683",NA,NA,"Armc3",0.08683768,115,0,0.205691788
"ENSMUSG00000037685",7.6684326171656,3.78017881527237,"Atp8a1",0.561489699,4459,13,0.19183773
"ENSMUSG00000037686",NA,NA,"Aspg",-0.988562292,898,1,0.212343885
"ENSMUSG00000037689",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037692",2.88069062210739,2.02919819341546,"Ahdc1",1.599148491,1124,2,0.202688314
"ENSMUSG00000037697",5.04991578809111,4.08749210737373,"Ddhd1",1.490654212,7016,20,0.189679484
"ENSMUSG00000037703",5.48609544997828,3.80409054321839,"Lzts3",2.483160391,1927,0,0.211868038
"ENSMUSG00000037705",NA,NA,"Tecta",0.325799154,603,2,0.20713403
"ENSMUSG00000037706",7.95896842823721,6.6554685971185,"Cd81",-2.830974253,560,1,0.216440344
"ENSMUSG00000037708",NA,NA,"Spag6",-0.081293901,881,4,0.216146237
"ENSMUSG00000037709",3.09028778990706,2.72040056781728,"Fam13a",1.327489748,3495,10,0.192550676
"ENSMUSG00000037710",NA,6.23484935990154,"Cisd1",-3.809640309,557,1,0.23194403
"ENSMUSG00000037712",NA,3.17420046361917,"Fermt2",-0.718454206,1055,7,0.201606157
"ENSMUSG00000037716",NA,NA,"Ccdc33",-0.383467123,193,1,0.208648562
"ENSMUSG00000037720",7.29904809256609,3.66467641846311,"Tmem33",-0.503605557,5236,27,0.180263751
"ENSMUSG00000037722",3.8703472402905,2.51275496050733,"Gnpnat1",-0.505287356,2005,11,0.189925405
"ENSMUSG00000037725",4.36058943673566,3.61183413062699,"Ckap2",2.264669943,571,5,0.197009806
"ENSMUSG00000037727",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037730",2.82096065868044,2.62819872555235,"Mynn",2.071783312,3060,19,0.195308511
"ENSMUSG00000037731",NA,NA,"Themis2",0.990751726,1053,2,0.195795405
"ENSMUSG00000037735",NA,1.79698313485622,NA,NA,NA,NA,NA
"ENSMUSG00000037736",6.33775608486411,4.24107012761766,"Limch1",1.304286486,2897,9,0.203083011
"ENSMUSG00000037737",NA,NA,"Actrt3",0.515152346,761,0,0.200230298
"ENSMUSG00000037738",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037740",4.97235879022218,3.38362996767472,"Mrps26",0.240693445,3638,3,0.215390848
"ENSMUSG00000037742",NA,11.0794498209581,"Eef1a1",-1.595788598,285,1,0.211990432
"ENSMUSG00000037747",8.46022370792888,3.66702820400094,"Phyhipl",0.204827542,1565,12,0.196705052
"ENSMUSG00000037750",3.5326291487143,2.02713532811689,"Fam222b",0.85185545,1397,0,0.205375556
"ENSMUSG00000037752",NA,NA,"Xkr8",0.900669955,2958,5,0.186698821
"ENSMUSG00000037754",2.89293076022026,2.75986549749845,"Ppp1r16b",0.296368435,4471,4,0.216069276
"ENSMUSG00000037759",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037761",3.59561470700527,2.17382314758129,"Actr5",1.258097872,321,0,0.205061797
"ENSMUSG00000037762",NA,2.00401051377084,"Slc16a9",0.403120481,1913,2,0.187445704
"ENSMUSG00000037771",16,6.63435659400647,"Slc32a1",0.358211115,744,1,0.205895426
"ENSMUSG00000037772",NA,NA,"Mrpl23",-2.843450839,85,0,0.190122002
"ENSMUSG00000037773",NA,4.33714773132894,"Pced1a",0.084113845,1403,3,0.189731744
"ENSMUSG00000037780",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037784",3.84828434286875,2.98235603430859,"Dzip1l",0.17135533,1453,4,0.222877198
"ENSMUSG00000037787",4.60501228955124,4.70260357034587,"Apopt1",-2.920835323,2707,0,0.190233094
"ENSMUSG00000037788",5.34557427476584,5.18232359642403,"Vopp1",-0.275967103,4047,9,0.201944893
"ENSMUSG00000037790",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037791",3.5829439060487,2.19225957752697,"Phf12",1.651044357,888,2,0.201571812
"ENSMUSG00000037795",3.11314363075754,3.75755450634853,"N4bp2",2.449326781,3458,22,0.191311545
"ENSMUSG00000037797",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037798",NA,NA,"Mat1a",-1.275590687,1807,1,0.210371236
"ENSMUSG00000037801",NA,NA,"Iqch",0.715127158,380,3,0.191397276
"ENSMUSG00000037805",6.89615422082202,5.75851767564871,"Rpl10a",-2.806088274,152,0,0.224101818
"ENSMUSG00000037808",2.36603428772776,2.47787275264658,"Fam76b",0.162542169,2423,21,0.210020296
"ENSMUSG00000037813",NA,NA,"D630003M21Rik",2.205395933,1026,2,0.205524583
"ENSMUSG00000037815",6.43242910689633,3.60348086717109,"Ctnna1",0.338755955,887,4,0.21627806
"ENSMUSG00000037816",NA,2.70998467280153,"Fbxw17",-0.755682918,455,2,0.203128755
"ENSMUSG00000037818",2.61577240151642,1.60047476783185,"Abhd18",0.096036955,2745,16,0.183110552
"ENSMUSG00000037820",1.68062553818508,NA,"Tgm2",-0.282606901,1399,1,0.208814484
"ENSMUSG00000037822",NA,4.5586822968268,"Smim14",-0.969341943,3561,11,0.187821761
"ENSMUSG00000037824",5.92345356269571,3.71355596545587,"Tspan14",-1.247190107,1613,1,0.202226955
"ENSMUSG00000037826",NA,2.26834020207057,"Ppm1k",1.235822253,4216,20,0.195358643
"ENSMUSG00000037827",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037833",NA,NA,"Sh2d4b",-0.668986461,2079,2,0.17845926
"ENSMUSG00000037843",NA,8.43164241491936,"Vstm2l",-2.254167982,596,0,0.212369565
"ENSMUSG00000037845",2.91029426346359,2.14089682430781,"Fdxacb1",1.605231877,741,1,0.188215249
"ENSMUSG00000037846",NA,NA,"Rtkn2",0.863361678,1951,5,0.206061704
"ENSMUSG00000037847",NA,NA,"Nmrk1",-0.330946752,1185,1,0.184114834
"ENSMUSG00000037849",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037851",8.05696951741876,2.81103898997154,"Iars",-0.246496199,526,2,0.194796303
"ENSMUSG00000037852",11.036219354005,16,"Cpe",-0.401456299,581,3,0.198850903
"ENSMUSG00000037855",5.3055676752738,2.95938707329787,"Zfp365",0.445548066,2727,11,0.205233253
"ENSMUSG00000037857",3.07198648765088,2.40331078933878,"Nufip2",2.383927719,3006,9,0.188499534
"ENSMUSG00000037860",NA,2.59855412787263,"Aim2",2.183549374,1022,2,0.205869859
"ENSMUSG00000037868",2.92427697393226,2.72744000686486,"Egr2",1.125169503,1200,3,0.193524479
"ENSMUSG00000037872",3.99161305396648,5.73151471671222,"Ackr1",0.25595429,334,0,0.191953596
"ENSMUSG00000037876",2.5216980555256,2.2378016595141,"Jmjd1c",2.438089009,789,7,0.187046891
"ENSMUSG00000037884",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037885",4.04031868159401,3.46002808824706,"Stk35",1.249477583,4437,3,0.203664959
"ENSMUSG00000037887",5.98052198949809,2.73218671206767,"Dusp8",-0.56592184,2370,5,0.202226479
"ENSMUSG00000037890",4.96571975245907,2.54936498073637,"Wdr19",-0.752251532,2194,5,0.199954052
"ENSMUSG00000037892",2.99508624304906,2.15822321763469,"Pcdh18",2.565389796,1971,12,0.182951039
"ENSMUSG00000037894",5.52090338245152,5.76770820748657,"H2afz",-3.297057835,475,2,0.212370856
"ENSMUSG00000037896",4.39707606785332,2.78723965436301,"Rcor1",-0.304860221,3986,7,0.201723363
"ENSMUSG00000037902",6.32517473400017,3.4976433034457,"Sirpa",1.413452288,2044,1,0.195158886
"ENSMUSG00000037904",2.68359301233859,NA,"Ankrd9",2.532814571,1166,1,0.199824569
"ENSMUSG00000037905",6.55953732971487,4.37079432560024,"Bri3bp",-0.319398964,5617,10,0.190402877
"ENSMUSG00000037907",8.05060264504641,5.50527864883373,"Ankrd13b",-1.454974181,1786,0,0.2013227
"ENSMUSG00000037910",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037913",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037916",NA,6.55252699986964,"Ndufv1",-1.466837186,195,0,0.217331361
"ENSMUSG00000037921",2.30936023846884,NA,"Ddx60",2.204526633,1110,8,0.18923921
"ENSMUSG00000037922",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037924",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037926",3.4475067127429,2.1241741673945,NA,NA,NA,NA,NA
"ENSMUSG00000037933",4.92431004393552,3.37915412164193,"Bicd2",2.012295874,3667,5,0.225467336
"ENSMUSG00000037935",8.2594032814599,2.91219938805178,"Smarce1",1.877334957,1022,2,0.209552356
"ENSMUSG00000037936",5.81678703765197,3.66322474883418,"Scarb1",-1.773229452,779,1,0.193721115
"ENSMUSG00000037938",5.13296717341382,3.23872659748184,"Chchd5",-1.169862435,836,0,0.228557473
"ENSMUSG00000037940",1.86019231623602,0.934369103976119,"Inpp4b",0.954401571,5179,31,0.186494451
"ENSMUSG00000037942",NA,NA,"Crp",3.656896329,935,2,0.199114634
"ENSMUSG00000037944",NA,NA,"Ccr7",3.254208035,762,0,0.194733519
"ENSMUSG00000037946",3.31968204051219,2.55885045875256,"Fgd3",1.548922522,2230,1,0.209883581
"ENSMUSG00000037949",5.92511050893727,3.95834513953626,"Ano10",0.667212789,539,0,0.191836588
"ENSMUSG00000037953",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037957",3.44216390390743,2.61708242014407,"Wdr20",1.941089833,780,4,0.196566841
"ENSMUSG00000037958",2.94063576837395,1.89135172459146,"Nsrp1",3.036206802,1448,3,0.20291905
"ENSMUSG00000037960",3.61249023733326,NA,"Card19",-3.346452653,169,1,0.189315935
"ENSMUSG00000037962",NA,NA,"Rflna",-0.71783244,942,0,0.186025957
"ENSMUSG00000037965",3.04763858096131,3.30203289655608,"Zc3h7a",-0.13606811,704,4,0.19089905
"ENSMUSG00000037966",8.50416474863258,3.33650180760583,"Ninj1",-0.638436211,641,0,0.198843199
"ENSMUSG00000037971",NA,3.32357065292467,"1110032A03Rik",-0.465521931,1028,0,0.185013606
"ENSMUSG00000037972",4.40795892741944,4.43283266084886,"Snn",-0.360321189,2400,3,0.224013013
"ENSMUSG00000037973",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037974",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037977",NA,NA,"6430571L13Rik",0.324436117,1667,2,0.205454719
"ENSMUSG00000037979",6.43001647997207,2.23051177280012,"Ccdc92",0.574872118,1101,0,0.215658509
"ENSMUSG00000037982",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037984",5.09293378701618,2.07842177915283,NA,NA,NA,NA,NA
"ENSMUSG00000037989",5.49762922389467,4.45563829199128,"Wnk2",0.526756304,1265,0,0.206584109
"ENSMUSG00000037990",8.63666642681424,3.4555876733585,"Sh3rf3",0.071611204,2928,2,0.209823714
"ENSMUSG00000037991",NA,NA,"Rmi2",-0.060026943,3261,4,0.208990446
"ENSMUSG00000037992",5.05858266913038,2.25920013758716,"Rara",0.201028696,1305,3,0.20588539
"ENSMUSG00000037993",8.56248048595056,3.39023681608562,"Dhx38",1.537447075,388,0,0.206166367
"ENSMUSG00000037994",NA,NA,"Slc9b2",-3.999098729,3087,7,0.194170048
"ENSMUSG00000037995",2.21488627200064,3.98437146914462,NA,NA,NA,NA,NA
"ENSMUSG00000037996",3.62832894317238,3.13335816892562,"Slc24a2",1.566925416,8220,21,0.181963403
"ENSMUSG00000037997",4.76707089972907,3.8087289131748,"Parp11",0.152145454,2526,2,0.19150127
"ENSMUSG00000037999",4.10254028619204,2.10812457789322,"Arap2",3.067490513,1825,11,0.190181116
"ENSMUSG00000038000",6.41258567023632,NA,"Acd",-2.46480023,1837,1,0.195212336
"ENSMUSG00000038002",3.4368553778218,2.5820513805108,"Cramp1l",1.386290487,3556,6,0.197948819
"ENSMUSG00000038005",7.81362032592577,3.1057399908636,"Hpf1",-0.244438042,239,1,0.192304009
"ENSMUSG00000038007",NA,NA,"Acer2",-0.988643589,3295,9,0.202551002
"ENSMUSG00000038009",NA,NA,"Dnajc22",-0.053181485,242,1,0.180074367
"ENSMUSG00000038010",1.98305076542268,2.62003631524207,"Ccdc138",1.066527841,390,2,0.193179208
"ENSMUSG00000038011",NA,NA,"Dnah10",-0.387930426,183,0,0.205552753
"ENSMUSG00000038013",3.56031994288967,2.54943816420849,NA,NA,NA,NA,NA
"ENSMUSG00000038014",5.56899928599278,3.4943385008587,"Fam120a",-0.972565207,1577,4,0.203246096
"ENSMUSG00000038015",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038020",NA,4.21539916932178,"Rapgefl1",-0.211995059,2497,0,0.202169629
"ENSMUSG00000038022",2.21576006593904,2.85881276662823,"Mindy4",0.179352105,1911,0,0.194056632
"ENSMUSG00000038023",4.63809314608871,2.91107993874429,"Atp6v0a2",0.799550364,2652,6,0.196190107
"ENSMUSG00000038024",3.1533005228382,1.93429005241231,"Dennd4c",1.494331149,1697,5,0.18716135
"ENSMUSG00000038025",5.26203351068291,3.22009980447883,"Phf2",-0.012707301,1849,3,0.215519116
"ENSMUSG00000038026",5.15746405676573,NA,"Kcnj9",1.057313312,2362,0,0.190589381
"ENSMUSG00000038028",3.94764325551863,2.84139073854557,"Tigar",0.575385838,2758,3,0.195213163
"ENSMUSG00000038034",8.57130536955663,6.16814511680145,"Igsf8",-1.460957838,258,1,0.208011587
"ENSMUSG00000038037",1.69728049754214,NA,"Socs1",-1.29244752,1993,2,0.185940193
"ENSMUSG00000038039",4.48800895847977,3.29461530500689,"Gcc2",3.403106371,1435,4,0.190336986
"ENSMUSG00000038042",3.99881920253989,2.6863731440675,"Ptpdc1",1.478549952,1864,10,0.204936647
"ENSMUSG00000038044",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038045",NA,NA,"Sult6b1",-0.881046462,1148,2,0.186834248
"ENSMUSG00000038046",5.07427297113095,2.24166658063233,"Mrm3",0.990865309,195,0,0.200546081
"ENSMUSG00000038047",3.21609920622331,1.75618865311775,"Haus6",2.276252343,3114,18,0.184788266
"ENSMUSG00000038048",2.05219557697647,NA,"Cntnap5c",2.440754695,13,0,0.186601412
"ENSMUSG00000038055",4.94970960341581,2.8805323531236,"Dexi",0.275940828,1384,1,0.184868877
"ENSMUSG00000038056",3.5760862015251,2.96223780653714,"Kmt2c",1.62925842,1868,9,0.196150762
"ENSMUSG00000038057",NA,NA,"Dbil5",-3.019089363,131,0,0.242583092
"ENSMUSG00000038058",4.12615381599823,NA,"Nod1",1.408315107,988,1,0.204303457
"ENSMUSG00000038059",2.76338763593888,NA,"Smim3",0.754725051,1205,6,0.194909063
"ENSMUSG00000038060",NA,NA,"Dlec1",-0.461333027,552,0,0.199762171
"ENSMUSG00000038064",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038065",4.02241164370775,NA,"Mturn",-0.070343476,4761,11,0.21273773
"ENSMUSG00000038067",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038068",1.90580669847579,2.00945836942448,"Rnf144b",2.213930044,3490,12,0.234818076
"ENSMUSG00000038069",2.37290777828059,1.70235565931092,"Cdkn2aip",1.561451579,2942,14,0.203114637
"ENSMUSG00000038070",2.21022523379177,3.40036235474396,"Cntln",3.241484197,1221,11,0.202040148
"ENSMUSG00000038071",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038072",5.36804504235974,3.37005092913554,"Galnt11",-0.955304182,537,2,0.189266475
"ENSMUSG00000038074",4.71220414551112,3.90986258342513,"Fkbp14",-0.838116209,1924,6,0.191605695
"ENSMUSG00000038077",6.41963549266556,3.03256711255825,"Kcna6",2.588683923,3120,2,0.183917789
"ENSMUSG00000038079",6.15735116193522,3.12436131559613,"Tmem237",-0.923101766,547,6,0.191163822
"ENSMUSG00000038080",4.04819392549464,3.6093316794646,"Kdm1b",0.096257501,2321,17,0.204280726
"ENSMUSG00000038084",5.98678357891601,3.96968221167367,"Opa1",0.903600597,3131,15,0.190347343
"ENSMUSG00000038085",4.44743693215845,3.78910176801546,"Cnbd2",-0.305381977,188,0,0.204263604
"ENSMUSG00000038086",NA,NA,"Hspb2",-2.146754777,201,1,0.187089459
"ENSMUSG00000038092",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038094",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038095",5.29813732389439,3.29910627258783,"Sbno1",0.694843599,5827,14,0.19188764
"ENSMUSG00000038102",8.2949378266483,3.73145960628197,"Trappc11",-0.675374703,976,1,0.199762122
"ENSMUSG00000038112",NA,3.99846955847038,"AW551984",-0.96301843,1650,3,0.193876367
"ENSMUSG00000038115",NA,NA,"Ano2",-2.339533664,612,0,0.192603638
"ENSMUSG00000038116",4.73630248249305,3.16115523659074,NA,NA,NA,NA,NA
"ENSMUSG00000038119",3.14247624511184,1.9153267073028,NA,NA,NA,NA,NA
"ENSMUSG00000038121",4.09905977261988,2.72898185760977,"Fam210a",2.367782377,8532,23,0.187106542
"ENSMUSG00000038122",2.93383914225986,2.13360471127577,"Tbc1d32",1.114758949,3292,15,0.194742013
"ENSMUSG00000038126",2.18060620542308,2.61663927919649,"Mphosph9",0.649181824,4058,17,0.195736683
"ENSMUSG00000038127",4.66549084019113,3.20188039702572,"Ccdc50",0.594407939,5951,25,0.212855274
"ENSMUSG00000038128",NA,6.44691823403689,"Camk4",1.103140721,1069,4,0.205352865
"ENSMUSG00000038132",3.06270950726114,2.02664184206321,"Rbm24",-0.655427638,1778,15,0.222478773
"ENSMUSG00000038135",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038141",3.89140226068506,3.35645511897754,"Tmem181a",-0.444481523,2867,6,0.190153043
"ENSMUSG00000038143",4.60304552045431,3.10415055203534,"Stox2",1.641275132,6525,14,0.194686043
"ENSMUSG00000038145",4.9356743412464,2.42449307951473,"Snrk",2.342049306,2299,4,0.194333139
"ENSMUSG00000038146",5.92899810936597,NA,"Notch3",-1.788058012,1000,2,0.224946406
"ENSMUSG00000038147",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038148",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038150",6.32003101271114,3.91226784361011,"Ormdl3",-1.340611551,1456,2,0.175985521
"ENSMUSG00000038151",NA,NA,"Prdm1",1.694766716,2490,8,0.194423068
"ENSMUSG00000038152",NA,4.53574014169232,NA,NA,NA,NA,NA
"ENSMUSG00000038155",NA,NA,"Gstp2",-3.137988623,66,0,0.200693142
"ENSMUSG00000038156",NA,14.3092895815933,"Spon1",0.054524446,4194,5,0.216653382
"ENSMUSG00000038160",4.62196907213385,3.08948516228111,"Atg5",0.310236032,1239,3,0.181856448
"ENSMUSG00000038165",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038167",NA,NA,"Plekhg6",-0.600294679,198,0,0.190184046
"ENSMUSG00000038168",3.09956464965308,NA,"P3h2",-0.591783891,1070,3,0.195645674
"ENSMUSG00000038170",6.95560901321843,3.5113371066074,"Pde4dip",1.939223721,2417,4,0.204951496
"ENSMUSG00000038172",3.70124781082525,2.19701853681629,"Ttc39b",0.136529869,6834,45,0.197467241
"ENSMUSG00000038173",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038174",3.82420980062096,2.37259508181385,"Fam126b",1.069509624,6852,41,0.181515065
"ENSMUSG00000038175",1.94485500679905,2.1209780584607,"Mylip",-0.045145949,1512,2,0.210532601
"ENSMUSG00000038178",6.35975373560146,2.79896601048951,"Slc43a2",-0.7575493,5099,2,0.204332267
"ENSMUSG00000038179",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038180",3.91172894890849,NA,"Spag4",-1.21330917,23,0,0.188571866
"ENSMUSG00000038181",7.02208389753326,2.80590197196523,"Chpf2",1.874340253,989,0,0.194483616
"ENSMUSG00000038187",4.47851581442757,2.91272852788954,"Btbd10",-0.354775278,803,7,0.18943976
"ENSMUSG00000038188",NA,NA,"Scarf1",1.08126428,1143,0,0.224185332
"ENSMUSG00000038192",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038193",NA,NA,"Hand2",3.018519242,773,4,0.221294652
"ENSMUSG00000038195",NA,NA,"Rilp",0.065438324,325,0,0.206340616
"ENSMUSG00000038199",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038201",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038203",NA,NA,"Hoxa13",0.267537399,1210,6,0.215549631
"ENSMUSG00000038204",NA,NA,"Asb10",-1.314295173,815,0,0.199514531
"ENSMUSG00000038205",3.512316096375,4.53287009542363,"Prkab2",-0.080679558,4007,8,0.196261982
"ENSMUSG00000038206",3.39557918673676,2.96467948051576,"Fbxo8",0.32120965,2316,19,0.186469826
"ENSMUSG00000038208",3.90967022501647,2.72555519586532,"Pgap3",-1.820123766,1361,1,0.199311229
"ENSMUSG00000038209",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038210",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038212",4.51372460892536,2.40010223957933,"Mfsd14b",-0.647203544,1950,11,0.181341775
"ENSMUSG00000038213",NA,NA,"Tapbpl",-0.067593722,733,0,0.201319499
"ENSMUSG00000038214",2.59248278455546,1.86871657742128,"Bend3",1.98141789,3306,8,0.204276755
"ENSMUSG00000038215",2.01540212332615,3.32541721390271,NA,NA,NA,NA,NA
"ENSMUSG00000038216",NA,NA,"Pnmt",-2.144085474,84,0,0.202852704
"ENSMUSG00000038217",2.75805674010517,NA,"Tlcd2",-0.005766331,419,0,0.188557138
"ENSMUSG00000038218",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038224",NA,NA,"Serpinf2",-0.388915567,671,1,0.192368922
"ENSMUSG00000038225",2.3037232336833,NA,"Primpol",1.004747647,1103,1,0.194346272
"ENSMUSG00000038227",NA,NA,"Hoxa9",-0.355926326,1144,7,0.202152918
"ENSMUSG00000038233",4.79015421862392,NA,"Fam198a",2.603474662,1777,6,0.201132458
"ENSMUSG00000038235",3.29387833069026,NA,"F11r",-1.226959245,1509,3,0.194973257
"ENSMUSG00000038236",NA,NA,"Hoxa7",-1.44981205,1219,3,0.171054935
"ENSMUSG00000038239",3.75549307288803,NA,"Hrc",1.077121017,273,0,0.194655375
"ENSMUSG00000038240",4.18638738834534,2.28942742238015,"Pdss2",0.279399984,645,0,0.198096608
"ENSMUSG00000038241",4.63020265038896,2.96198125691505,"Cep250",1.778771431,469,1,0.22319484
"ENSMUSG00000038242",NA,NA,"Aox4",-0.381308097,784,3,0.201498964
"ENSMUSG00000038244",9.39505411440474,3.75086968587121,"Mical2",0.307856673,3471,9,0.203478536
"ENSMUSG00000038246",NA,NA,"Fam50b",1.574429815,76,0,0.227279991
"ENSMUSG00000038248",5.7193232601863,4.20001743311909,"Sobp",2.172615516,1915,4,0.201940559
"ENSMUSG00000038250",3.63046254149627,2.78136171025243,"Usp38",1.362481581,1086,4,0.190272131
"ENSMUSG00000038252",4.82108918354507,3.61555207477009,"Ncapd2",-1.495601642,227,0,0.2050196
"ENSMUSG00000038253",NA,NA,"Hoxa5",0.11828044,827,3,0.194411196
"ENSMUSG00000038255",4.47713885854192,2.2928541480681,NA,NA,NA,NA,NA
"ENSMUSG00000038256",4.48301285121726,2.4565824711496,"Bcl9",1.500177455,1198,4,0.196824048
"ENSMUSG00000038257",NA,NA,"Glra3",0.614214971,4718,43,0.188206347
"ENSMUSG00000038259",4.72057465161292,NA,"Gdf5",3.02364646,520,0,0.206056595
"ENSMUSG00000038260",2.41239279647536,3.61607984384449,"Trpm4",-1.513978056,533,0,0.213745345
"ENSMUSG00000038264",6.83886417810017,3.1928962363128,"Sema7a",0.335857659,1264,3,0.170361415
"ENSMUSG00000038267",5.95255846596712,3.02623330337223,NA,NA,NA,NA,NA
"ENSMUSG00000038268",5.76390102182623,3.11549931396893,"Ovca2",-0.197984575,1952,3,0.201989182
"ENSMUSG00000038271",4.07638055312086,2.90505141475112,"Iffo1",-0.573260336,1144,2,0.21282083
"ENSMUSG00000038274",NA,8.7868136038309,"Fau",-4.299467603,50,0,0.213224387
"ENSMUSG00000038276",NA,NA,"Asic3",0.51941993,167,0,0.206845337
"ENSMUSG00000038279",4.96084152531676,2.40384149508399,"Nop2",0.962925427,112,1,0.212745742
"ENSMUSG00000038280",6.33209995072297,4.29054124913192,NA,NA,NA,NA,NA
"ENSMUSG00000038286",NA,4.17775062717897,"Bphl",-0.367241393,311,2,0.19402885
"ENSMUSG00000038290",3.39281522273921,3.09502285527295,"Smg6",1.512586286,1498,2,0.199661775
"ENSMUSG00000038291",6.52271546265576,3.72001851233481,"Snx25",-0.020769567,481,4,0.197353326
"ENSMUSG00000038292",NA,NA,"Ccdc155",0.378963891,126,0,0.20738587
"ENSMUSG00000038295",NA,2.76358327488659,"Atg9b",-1.761239806,891,1,0.188418312
"ENSMUSG00000038296",9.1360175752022,2.34781038933379,"Galnt18",-1.076628918,276,2,0.20593754
"ENSMUSG00000038298",NA,NA,"Pdzk1",-1.09811627,763,2,0.215287344
"ENSMUSG00000038299",5.76018260703774,3.00638984554995,"Wdr36",-0.797187755,1592,5,0.185058357
"ENSMUSG00000038300",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038301",6.77925216691855,4.82539923245794,"Snx10",-0.727531698,1717,11,0.179713354
"ENSMUSG00000038302",3.60903115136737,3.97321397763442,"Afg1l",0.697220661,906,1,0.193410664
