source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
TF,Factor: ZF5; motif: GYCGCGCARNGCNN,TF:M02933,FALSE,0.000137352,3.862163913,9536,144,94,65.27777778,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000034613,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: E2F-1; motif: GNGGGCGGGRMN,TF:M10209,FALSE,0.000155184,3.809152218,14286,144,122,84.72222222,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: BCL6B; motif: NNNNCCGCCCCWNNNN; match class: 1,TF:M02844_1,FALSE,0.000214983,3.667596102,8563,144,87,60.41666667,21908,"ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000034485,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: TAFII250; motif: NAARAWGGCGGMGG; match class: 1,TF:M10388_1,FALSE,0.000234231,3.63035538,1176,144,25,17.36111111,21908,"ENSMUSG00000024608,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000002580,ENSMUSG00000032171,ENSMUSG00000063632,ENSMUSG00000062006,ENSMUSG00000071644,ENSMUSG00000106918,ENSMUSG00000028677,ENSMUSG00000074129,ENSMUSG00000059734,ENSMUSG00000037499,ENSMUSG00000021557,ENSMUSG00000038127,ENSMUSG00000037742,ENSMUSG00000067847,ENSMUSG00000022389,ENSMUSG00000062328,ENSMUSG00000026275,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040952"
TF,Factor: TEL1; motif: CNCGGAANNN,TF:M01993,FALSE,0.000327423,3.484890687,10462,144,99,68.75,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000028677,ENSMUSG00000033066,ENSMUSG00000074129,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073"
TF,Factor: Elk-1; motif: NNNNCCGGAARTNN,TF:M00025,FALSE,0.000361961,3.441338677,9855,144,95,65.97222222,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000054455,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000008682,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000062580,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Pax-5; motif: RRMSWGANWYCTNRAGCGKRACSRYNSM,TF:M00144,FALSE,0.000620112,3.207530003,12043,144,108,75,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Egr-3; motif: NTGCGTGGGCGK,TF:M00245,FALSE,0.000631492,3.199631868,6087,144,68,47.22222222,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000002580,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000029761,ENSMUSG00000018547,ENSMUSG00000030172,ENSMUSG00000054455,ENSMUSG00000025025,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000031818,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000021557,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000032399,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Pet-1; motif: GCNGGAAGYG,TF:M10233,FALSE,0.001025656,2.988998222,13343,144,115,79.86111111,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000062006,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZAC; motif: KGGGCCR,TF:M05547,FALSE,0.001099213,2.958918206,6711,144,72,50,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000036180,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000043557,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000054728,ENSMUSG00000026275,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: E2F; motif: TTTSGCGC,TF:M00050,FALSE,0.001245016,2.90482521,6192,144,68,47.22222222,21908,"ENSMUSG00000028411,ENSMUSG00000001323,ENSMUSG00000038437,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000002580,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000031508,ENSMUSG00000025144,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000077450,ENSMUSG00000009073"
TF,Factor: SP4; motif: NNWAGGCGTGNCNNN,TF:M02914,FALSE,0.001718015,2.764973096,4945,144,58,40.27777778,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000002580,ENSMUSG00000038717,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000051853,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000024743,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000033066,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000026123,ENSMUSG00000032890,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000084786,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000062328,ENSMUSG00000045128,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: GABP-alpha; motif: CTTCCK; match class: 1,TF:M01660_1,FALSE,0.001768538,2.752385565,4699,144,56,38.88888889,21908,"ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000018411,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038717,ENSMUSG00000003429,ENSMUSG00000073616,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000071644,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025144,ENSMUSG00000079283,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000008682,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073"
